Stage,Strain no,Genotype,Treatment,Slide no,Name,Nucleus number,DAPIpeakA,DAPIvalleyB,DAPIoutC,FITCpeakA,FITCvalleyB,FITCoutC,DAPI_A-B,DAPI_A-C,DAPI_B-C,FITC_A-B,FITC_A-C,FITC_B-C
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113401,19,2429,991,70,645,222,69,1438,2359,921,423,576,153
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113401,20,1743,1184,100,756,331,114.1,559,1643,1084,425,641.9,216.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113401,21,1872,889,77,693.8,358.8,82.5,983,1795,812,335,611.3,276.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,22,1697,833,133,543.3,225.7,108.7,864,1564,700,317.6,434.6,117
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,23,1739,430,286,843.7,280.5,162.8,1309,1453,144,563.2,680.9,117.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,24,1761,399,136,702.2,290.7,177.5,1362,1625,263,411.5,524.7,113.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,25,1808,894,132,702.7,349,180.8,914,1676,762,353.7,521.9,168.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,26,2304,762,52,1004.4,401.1,93.5,1542,2252,710,603.3,910.9,307.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,27,1792,974,70,613.5,293.8,86,818,1722,904,319.7,527.5,207.8
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,28,2628,1410,70,699.6,239,83.2,1218,2558,1340,460.6,616.4,155.8
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,29,2513,513,60,491.8,279.6,85.2,2000,2453,453,212.2,406.6,194.4
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,30,2153,1137,139,644.6,281,161.9,1016,2014,998,363.6,482.7,119.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,31,2541,1255,186,576.6,329.4,186.9,1286,2355,1069,247.2,389.7,142.5
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,32,2102,1602,134,756.6,286.9,130.8,500,1968,1468,469.7,625.8,156.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,33,2613,1377,158,603,230.9,122.9,1236,2455,1219,372.1,480.1,108
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,34,1886,724,200,689.9,305.7,200.7,1162,1686,524,384.2,489.2,105
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909113402,35,2140,1033,160,581.3,304.3,178,1107,1980,873,277,403.3,126.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,1,2062,860,162,443.1,204.3,139,1202,1900,698,238.8,304.1,65.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,2,1969,735,96,388.9,191.9,159.9,1234,1873,639,197,229,32
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,3,1871,1056,119,480.6,298.2,191.7,815,1752,937,182.4,288.9,106.5
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,4,1853,491,97,418.6,241.4,164.7,1362,1756,394,177.2,253.9,76.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,5,1870,816,210,520.1,252.5,171.1,1054,1660,606,267.6,349,81.4
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,6,1726,600,133,614.2,230.4,152.4,1126,1593,467,383.8,461.8,78
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,7,1767,832,117,557.5,202.2,118.5,935,1650,715,355.3,439,83.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,8,1741,624,249,586.4,272.7,220.3,1117,1492,375,313.7,366.1,52.4
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,9,1611,605,121,710.5,378.8,180,1006,1490,484,331.7,530.5,198.8
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,10,1943,696,208,496,244.1,202,1247,1735,488,251.9,294,42.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,11,1667,611,125,528,284.1,243.1,1056,1542,486,243.9,284.9,41
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,12,2465,866,513,692.7,316.5,249.2,1599,1952,353,376.2,443.5,67.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,13,1820,606,141,445.2,219.7,155.6,1214,1679,465,225.5,289.6,64.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,14,1972,571,166,495.7,216.1,160,1401,1806,405,279.6,335.7,56.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,15,2330,1479,238,517.7,268.8,214,851,2092,1241,248.9,303.7,54.8
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,16,1943,852,241,538.8,253.1,192.9,1091,1702,611,285.7,345.9,60.2
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,17,1997,960,278,509.5,278.6,203,1037,1719,682,230.9,306.5,75.6
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,18,2009,485,353,481.4,311.2,228.2,1524,1656,132,170.2,253.2,83
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,19,2000,824,301,495.5,269.7,214,1176,1699,523,225.8,281.5,55.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,20,1402,958,179,591.9,344.9,236.4,444,1223,779,247,355.5,108.5
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,21,1678,516,163,500.4,243.9,136.6,1162,1515,353,256.5,363.8,107.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,22,1967,783,138,527.7,262.6,212.8,1184,1829,645,265.1,314.9,49.8
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,23,1609,739,236,414.9,234.1,173.2,870,1373,503,180.8,241.7,60.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,24,1416,758,104,597,296,190,658,1312,654,301,407,106
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,25,1950,693,195,517.2,294.2,240.1,1257,1755,498,223,277.1,54.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,26,1987,919,207,547.7,228.9,174.6,1068,1780,712,318.8,373.1,54.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,27,1634,977,203,609.7,305.5,242.6,657,1431,774,304.2,367.1,62.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,28,1844,443,95,481.3,189.9,94,1401,1749,348,291.4,387.3,95.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,29,1991,718,91,375.1,232.6,152.5,1273,1900,627,142.5,222.6,80.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,30,1669,612,87,340.5,178.6,117.5,1057,1582,525,161.9,223,61.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,31,1510,948,134,653.3,224.3,181.2,562,1376,814,429,472.1,43.1
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,32,1741,478,244,592.4,281.9,199,1263,1497,234,310.5,393.4,82.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,33,1642,461,186,437,282,252.3,1181,1456,275,155,184.7,29.7
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,34,1803,877,165,448,268.3,201,926,1638,712,179.7,247,67.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,35,2224,1148,263,489.7,290,276.1,1076,1961,885,199.7,213.6,13.9
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,36,1728,768,323,587,241.8,213.5,960,1405,445,345.2,373.5,28.3
Premeiotic Zone,AFS0124,"cleSi20[Prec-8::coh-3::rec-8 3' flank, Cb unc-119(+)] II; coh-4(tm1857) coh-3(gk112) V",None,SJ333,SJ1909114001,37,1748,1085,208,609,330.4,242.1,663,1540,877,278.6,366.9,88.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,1,859.9,425,64,248.8,116.1,93,434.9,795.9,361,132.7,155.8,23.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,2,1422,694,69,332,127.8,88.3,728,1353,625,204.2,243.7,39.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,3,1347,643,99,263.3,147.1,124.4,704,1248,544,116.2,138.9,22.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,4,1592,523,108,270.8,165.1,126,1069,1484,415,105.7,144.8,39.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,5,1762,333,111,264.4,128.1,111.7,1429,1651,222,136.3,152.7,16.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,6,1843,584,105,306.5,146,103.6,1259,1738,479,160.5,202.9,42.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,7,1778,366,88,189.1,184.4,131,1412,1690,278,4.7,58.1,53.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,8,1617,740,97,332.2,145.8,122.7,877,1520,643,186.4,209.5,23.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,9,1499,384,233,254.4,147.2,113.9,1115,1266,151,107.2,140.5,33.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,10,1677,509,80,348.1,154.9,141.8,1168,1597,429,193.2,206.3,13.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,11,1402,628,121,322.1,143.2,141,774,1281,507,178.9,181.1,2.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,12,1619,611,108,286.3,165.2,123.9,1008,1511,503,121.1,162.4,41.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,13,1615,583,119,360.2,151.6,110.9,1032,1496,464,208.6,249.3,40.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,14,1477,460,62,315.9,142.9,87.4,1017,1415,398,173,228.5,55.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,15,1611,659,102,369.1,169,133.2,952,1509,557,200.1,235.9,35.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,16,1479,660,236,292.6,157,133.7,819,1243,424,135.6,158.9,23.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,17,1789,588,122,310.3,178.7,150.4,1201,1667,466,131.6,159.9,28.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,18,1434,411,104,276.5,125.6,99.5,1023,1330,307,150.9,177,26.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,19,1623,381,91,243.6,129.7,97.6,1242,1532,290,113.9,146,32.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,20,1605,806,78,325.4,150.4,106,799,1527,728,175,219.4,44.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,21,1431,302,143,287.7,155.8,134.8,1129,1288,159,131.9,152.9,21
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,22,1675,475,85,342.1,163.5,137.1,1200,1590,390,178.6,205,26.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,23,1429,392,84,346.6,225,89.4,1037,1345,308,121.6,257.2,135.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,24,1649,816,96,349.5,171.6,153.7,833,1553,720,177.9,195.8,17.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,25,1656,774,131,336,182.8,112,882,1525,643,153.2,224,70.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,26,1550,425,144,284.4,170.7,155.5,1125,1406,281,113.7,128.9,15.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,27,1525,343,153,330.8,144,125.5,1182,1372,190,186.8,205.3,18.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,28,1312,677,88,299.6,150.1,123.3,635,1224,589,149.5,176.3,26.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114201,29,1611,795,65,342.8,151.7,110.4,816,1546,730,191.1,232.4,41.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,1,1360,767,76,290.6,148.7,100.2,593,1284,691,141.9,190.4,48.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,2,1725,613,219,323.5,196.4,147.2,1112,1506,394,127.1,176.3,49.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,3,1568,862,127,322,191.3,150.9,706,1441,735,130.7,171.1,40.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,4,1438,733,151,296.9,177.7,137.6,705,1287,582,119.2,159.3,40.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,5,1712,756,146,284.8,173.8,106,956,1566,610,111,178.8,67.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,6,1570,694,123,337.4,223.9,163.6,876,1447,571,113.5,173.8,60.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,7,1391,630,203,306.2,183.4,145.7,761,1188,427,122.8,160.5,37.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,8,1564,765,231,356.5,170.6,124.2,799,1333,534,185.9,232.3,46.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,9,1439,638,196,336.6,202.9,166.2,801,1243,442,133.7,170.4,36.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,10,1766,628,150,339.9,194.1,140.6,1138,1616,478,145.8,199.3,53.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,11,1357,576,258,309.1,184.1,152.6,781,1099,318,125,156.5,31.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,12,1374,620,154,332,168.9,115,754,1220,466,163.1,217,53.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,13,1561,602,158,335.8,174.8,137,959,1403,444,161,198.8,37.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,14,1445,551,137,252.4,182.51,156.03,894,1308,414,69.89,96.37,26.48
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,15,1315,423,109,342,174.6,132,892,1206,314,167.4,210,42.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,16,1362,725,144,311.9,189.1,144.1,637,1218,581,122.8,167.8,45
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,17,1159,658,105,252.8,136.8,92,501,1054,553,116,160.8,44.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,18,1269,709,130,301.7,193.1,147.8,560,1139,579,108.6,153.9,45.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,19,1173,597,128,291,192.9,137.1,576,1045,469,98.1,153.9,55.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,20,1532,985,171,327,180.6,165,547,1361,814,146.4,162,15.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,21,1157,429,172,305.1,204.7,133.4,728,985,257,100.4,171.7,71.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,22,1266,598,145,349.9,168,153,668,1121,453,181.9,196.9,15
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,23,1279,283,70,288.4,154.5,100.4,996,1209,213,133.9,188,54.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,24,1200,551,101,380.2,175.7,103.7,649,1099,450,204.5,276.5,72
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909114701,25,793.7,471.2,245.1,260.4,187.4,158.7,322.5,548.6,226.1,73,101.7,28.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,1,1234,356,65,305.1,126.8,93,878,1169,291,178.3,212.1,33.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,2,2012,1252,97,265.1,129.9,114.4,760,1915,1155,135.2,150.7,15.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,3,1706,492,126,285.4,126,99.7,1214,1580,366,159.4,185.7,26.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,4,1973,426,144,260.3,130.1,90,1547,1829,282,130.2,170.3,40.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,5,1485,716,197,284.3,131.5,109.1,769,1288,519,152.8,175.2,22.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,6,1658,466,162,296.2,158.3,134.8,1192,1496,304,137.9,161.4,23.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,7,1406,572,92,276.3,135.6,115,834,1314,480,140.7,161.3,20.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,8,1531,719,92,289.8,139,84.2,812,1439,627,150.8,205.6,54.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,9,2071,816,108,289,162.4,108.7,1255,1963,708,126.6,180.3,53.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,10,2008,576,121,317,182.1,132.9,1432,1887,455,134.9,184.1,49.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,11,1780,358,82,284.2,132.4,102,1422,1698,276,151.8,182.2,30.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,12,2418,875,105,302.2,182.7,85,1543,2313,770,119.5,217.2,97.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,13,1798,838,123,371.2,179,118.6,960,1675,715,192.2,252.6,60.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,14,1781,478,91,345.5,147.5,100,1303,1690,387,198,245.5,47.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,15,1900,638,129,327,162.7,133.4,1262,1771,509,164.3,193.6,29.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,16,1655,524,87,298,144.2,94.6,1131,1568,437,153.8,203.4,49.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,17,1994,850,144,326.1,184.4,143.5,1144,1850,706,141.7,182.6,40.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,18,1870,900,99,346,167.7,124.1,970,1771,801,178.3,221.9,43.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,19,1811,1170,137,385,173.3,100,641,1674,1033,211.7,285,73.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,20,2052,812,438,341.4,148.1,122.7,1240,1614,374,193.3,218.7,25.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,21,1741,839,241,400,179.4,164.9,902,1500,598,220.6,235.1,14.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,22,1654,546,147,345,173.1,121,1108,1507,399,171.9,224,52.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,23,1643,839,86,364.4,132.8,83,804,1557,753,231.6,281.4,49.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,24,1702,493,156,365,184.4,126,1209,1546,337,180.6,239,58.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,25,1800,695,122,383.2,173.6,116,1105,1678,573,209.6,267.2,57.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,26,2083,1050,158,453,275.2,129.5,1033,1925,892,177.8,323.5,145.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909115601,27,1828,717,122,334.4,163.3,138.9,1111,1706,595,171.1,195.5,24.4
